window,trimestre,realizzato,fed,err_fed,mio_migliore,err_migliore,mio_peggiore,err_peggiore
2007-2025,2019Q2,3.382664959003589,1.5,-1.882664959003589,diag3/gaussian,-0.44080399153913996,diag3/student_t_ar1,-1.3415108315162567
2007-2025,2019Q3,4.762784209178728,1.91,-2.8527842091787274,diag3/student_t,-2.3250466539611385,diag3/student_t_ar1,-2.6327171860661913
2007-2025,2019Q4,2.755535957854649,1.22,-1.535535957854649,diag3/student_t,-0.7261426313424746,diag3/student_t_ar1,-1.0529566696308779
2007-2025,2020Q1,-5.16223383893778,-0.4,4.76223383893778,diag3/gaussian_ar1,5.809419771509672,diag3/student_t,7.1998103158614
2007-2025,2020Q2,-27.97614656719044,-14.27,13.70614656719044,diag3/gaussian_ar1,17.52853805704011,diag3/student_t,28.293436868227083
2007-2025,2020Q3,34.85500597467652,13.75,-21.105005974676523,diag3/gaussian_ar1,-13.973892678399551,diag3/gaussian,-32.305511311256986
2007-2025,2020Q4,4.611736044615711,2.58,-2.0317360446157107,diag3/gaussian,-0.27019127027174683,diag3/student_t_ar1_shared,-3.3835947752433926
2007-2025,2021Q1,5.701255644273506,6.86,1.158744355726494,diag3/gaussian,-0.5266867221090266,diag3/student_t_ar1,4.37313551648515
2007-2025,2021Q2,6.983331307653917,3.16,-3.823331307653917,diag3/gaussian_ar1,-0.01714032814299493,diag3/student_t,-2.617766980168068
2007-2025,2023Q1,2.926993175212877,1.72,-1.206993175212877,diag3/gaussian_ar1,-0.4692808296314013,diag3/student_t_ar1,-2.0681747343431973
2007-2025,2023Q2,2.5352403907615395,1.08,-1.4552403907615394,diag3/gaussian_ar1,-0.2115914888664916,diag3/gaussian,-1.7463841506909272
2007-2025,2023Q3,4.694888429547928,2.58,-2.1148884295479276,diag3/gaussian_ar1,-2.1746285312302938,diag3/gaussian,-3.711854621283006
2007-2025,2023Q4,3.419215575294809,2.41,-1.0092155752948089,diag3/student_t,-1.6648691558738935,diag3/gaussian,-2.409387011677166
2007-2025,2024Q1,0.8420915771010673,2.251,1.4089084228989326,diag3/gaussian_ar1,0.2298276804609145,diag3/student_t_ar1_shared,1.4598525511610783
2007-2025,2024Q2,3.5892686664036777,2.015,-1.5742686664036776,diag3/gaussian_ar1,0.11927848301367439,diag3/gaussian,-1.966703215404353
2007-2025,2024Q3,3.340152501559479,2.912,-0.42815250155947915,diag3/student_t_ar1,-1.330473028626034,diag3/gaussian_ar1,-2.385630324607124
2007-2025,2024Q4,1.8522267738050768,2.563,0.7107732261949233,diag3/student_t,0.08393084000273277,diag3/gaussian,-0.4164106099359357
2007-2025,2025Q1,-0.6484826392524012,2.631,3.279482639252401,diag3/gaussian,2.6590451630154615,diag3/gaussian_ar1,5.284139225092577
2007-2025,2025Q2,3.838033233381988,1.68,-2.158033233381988,diag3/gaussian_ar1,-1.3308957124358538,diag3/student_t_ar1,-2.3548253154127563
2007-2025,2025Q3,4.3753962528716,2.35,-2.0253962528716003,diag3/gaussian_ar1,-1.600563934193123,diag3/gaussian,-2.855251809142013
2007-2010,2006Q4,3.4823729200428755,1.78,-1.7023729200428754,diag3/gaussian,-0.19183877947959127,diag3/student_t_ar1_shared,-0.7082215213751519
